user_id,lat,lon
26551379,40.8595,14.1785
24839013,40.8749,14.179
25664636,40.8604,14.1711
22267685,40.8383,14.2119
22360277,40.856,14.2636
24824167,40.9213,14.1598
24808892,40.9264,14.1574
24904874,40.8902,14.2748
25125738,40.8744,14.0442
24702775,40.8407,14.2
26554984,40.8069,14.3562
22324773,40.9049,14.2915
21530356,40.8489,14.2217
22457706,40.8173,14.1847
24901432,40.8173,14.1779
25058935,40.8898,14.1384
24718002,40.8658,14.1748
24811766,40.9255,14.149
26543586,40.8998,14.4315
21779574,40.857,14.1776
22319833,40.849,14.2434
26545486,40.8644,14.2186
22265267,40.8496,14.2272
25855671,40.8743,14.0438
22223688,40.8888,14.144
26550579,40.876,14.1417
26539608,40.8436,14.2038
26550725,40.8167,14.1872
22320449,40.8728,14.248
24558966,40.8697,14.2491
26551225,40.9015,14.379
25211651,40.9122,14.1538
22320083,40.8993,14.1903
24811575,40.8514,14.2331
21791332,40.8398,14.2997
26386120,41.0734,14.2973
26559287,40.8281,14.0681
25127530,40.8606,14.2214
22221903,40.7202,13.9254
26505583,40.8678,14.294
6082379,40.9095,14.1381
26543974,40.8904,14.2591
24809322,40.9055,14.1424
26548430,40.8994,14.1644
24757093,40.8044,14.0786
26548580,40.842,14.1977
25384491,40.8914,14.1774
24808987,40.8752,14.176
24558303,40.893,14.2219
26388725,40.9078,14.283
24814243,40.8395,14.2454
13987167,40.854,14.256
24816231,40.9226,14.1828
24906031,40.9052,14.2434
26554938,40.8639,14.176
22324181,40.871,14.24
26554797,40.8166,14.0636
22341165,40.8471,14.2297
25823066,40.8802,14.1233
24812601,40.8919,14.2399
25818291,40.8189,14.163
24699816,40.8815,14.1198
26513492,40.8546,14.2543
24815912,40.8562,14.2555
25111523,40.8179,14.1897
24901686,40.9023,14.3507
26539141,40.903,14.2791
24902196,40.9361,14.2752
24814793,40.9291,14.1827
26551469,40.9022,14.2402
25177011,40.8764,14.1763
24811512,40.8553,14.2313
24771474,40.8691,14.0825
26561249,40.9203,14.1482
26539349,40.9165,14.2311
26561937,40.8322,14.0792
24864730,40.7337,14.4721
24833241,40.9075,14.1528
24817287,40.9071,14.1902
20457155,40.9034,14.2436
24826039,40.9661,14.2092
24847844,40.9253,14.1654
22270494,40.9848,14.2025
25062057,40.8409,14.2186
22312848,40.8769,14.2479
25058959,40.8195,14.1896
24875927,40.8177,14.2078
24849873,40.8897,14.1396
22310481,40.8412,14.1893
26550589,40.9201,14.3173
25671663,40.8634,14.1464
1720501,40.8697,14.3969
26550567,40.8459,14.2058
24809976,40.8972,14.2915
11622538,40.869,14.1959
25482820,40.876,14.0439
26546199,40.9104,14.1892
24978151,40.8333,14.2219
22284404,40.7882,14.3645
24835079,40.8571,14.1675
24815695,40.8499,14.2243
26296387,40.8357,14.217
26545209,40.8972,14.0788
24815417,40.909,14.2896
24693666,40.8529,14.1603
25175507,40.8964,14.2569
26545819,40.8455,14.2034
24830467,40.8773,14.31
24816364,40.8534,14.2257
22263837,40.8762,14.2087
26551032,40.9263,14.1862
22279882,40.8296,14.0603
24759446,40.8607,14.169
24530326,40.8307,14.1978
19519149,40.8064,14.1953
24814722,40.9514,14.1745
26517621,40.849,14.26
26009648,40.928,14.2058
24826763,40.8899,14.2166
24570739,40.8529,14.1618
22321804,40.8352,14.2389
25849796,40.886,14.2676
22325017,40.8366,14.1987
24735076,40.9412,14.3674
26248190,40.9599,14.255
24816834,40.8416,14.2194
24655408,40.8888,14.2807
24842484,40.8534,14.2411
12572198,40.9175,14.2691
24825074,40.9812,14.209
24833492,40.8747,14.1728
24755229,40.8756,14.1503
26544850,40.9017,14.1805
22297365,40.8903,14.15
25069917,40.833,14.2021
22272793,40.7882,14.3644
26550734,40.8964,14.1328
26232086,40.8577,14.2233
24862254,40.8345,14.1523
22247159,41.0746,14.2762
25061896,40.8215,14.1864
22348433,40.8581,14.2204
24814616,40.9144,14.0757
19703479,40.8245,14.0684
22320657,40.9051,14.2083
23914092,40.899,14.1822
20337600,40.8569,14.17
24818209,40.8317,14.0964
24835574,40.8316,14.085
26561016,40.8172,14.0604
22268889,40.8588,14.0827
22322057,40.8173,14.1883
24288707,40.8561,14.177
24900852,40.8471,14.1646
24817174,40.8313,14.1182
24565778,40.8598,14.2205
26557496,40.8605,14.2206
24814055,40.8263,14.1969
21789733,40.8835,14.0657
22262437,40.8762,14.1711
26543558,40.9197,14.1905
26544508,40.9199,14.1548
26538788,40.8579,14.2628
12320218,40.9143,14.2701
24814860,40.8694,14.1225
24771512,40.8254,14.0611
25065697,40.8792,14.1498
12259472,40.844,14.2039
26539219,40.8328,14.3096
22274278,40.8671,14.2642
22335787,40.889,14.2441
24827559,40.8816,14.1087
24900680,40.86,14.1692
24558025,40.944,14.274
24328090,40.8652,14.3269
24849054,40.8322,14.0972
22276239,40.8745,14.082
24826235,40.8899,14.1165
24861999,40.8963,14.2132
25125347,40.8324,14.1964
24815939,40.8692,14.2668
14477728,40.9623,14.1838
24826318,40.9366,14.3666
26530570,40.8813,14.231
21787820,40.8623,14.1693
24835269,40.8894,14.1457
24811325,40.8722,14.2109
24816178,40.8299,14.1938
24758851,40.7967,14.0732
26539038,40.8026,14.0759
24846431,40.8735,14.0442
22321371,40.9371,14.1973
26538841,40.8427,14.2239
21447081,40.9378,14.2447
24755999,40.8612,14.1751
24817997,40.8705,14.1293
26547064,40.9036,14.1988
22266552,40.8181,14.1583
3679773,41.0771,14.2414
24950765,40.8411,14.1917
26251381,40.8294,14.2095
22270943,40.9014,14.1375
24810129,40.7985,14.049
25040949,40.9003,14.1479
24836190,40.9879,14.1757
26559954,40.8404,14.1899
26543878,40.905,14.1917
26267197,40.8744,14.0818
26022540,40.8435,14.125
26549867,40.8656,14.4017
24811063,40.8828,14.1464
24810342,40.8751,14.1776
22309679,40.8043,14.079
26558759,40.8471,14.2026
26559297,40.8952,14.121
26545031,40.8434,14.2258
22267688,40.8378,14.1985
22329923,40.8264,14.1237
24809880,40.8499,14.2532
26561883,40.71,13.9292
26561793,40.93,14.2071
25638679,40.842,14.2081
26543754,40.9214,14.18
19516003,40.9151,14.3565
24809176,40.7994,14.0522
18562838,40.8412,14.2188
24812279,40.8913,14.293
19520208,40.858,14.2936
24564365,40.7244,13.9498
25060198,40.9079,14.1328
25064735,40.8472,14.1789
24817280,40.8638,14.0801
24758681,40.849,14.2273
20341391,40.8469,14.1919
24864143,40.8697,14.1992
24944040,40.8903,14.259
24692556,40.8475,14.1919
25819710,40.8772,14.1752
26559175,40.8293,14.3468
24810022,40.842,14.2099
24691488,40.8619,14.1834
25430789,40.8187,14.1628
24853729,41.0364,14.3137
25644824,40.9015,14.1198
24811295,40.8164,14.1879
24748618,40.8304,14.1205
22323253,40.8907,14.1744
24798109,40.9128,14.343
26506510,40.8633,14.0816
26550637,40.8839,14.1446
26556331,40.8694,14.225
26544775,40.8756,14.1214
26544679,40.9197,14.1744
26493554,40.855,14.1726
22269605,40.8621,14.0817
24813492,40.9963,14.1372
25827809,40.7997,14.0635
18159561,40.9224,14.3118
24818317,40.8845,14.1512
24718205,40.9183,14.4257
24841518,40.8324,14.064
24810827,40.9216,14.1709
24825805,40.878,14.1355
24060625,40.9073,14.1784
24810417,40.8525,14.1963
24812181,40.8485,14.3365
25192925,40.8799,14.1501
24817135,40.8955,14.1188
24811212,40.8309,14.1896
20965757,40.9245,14.4727
24814921,40.8481,14.3306
24835886,40.9,14.1815
24841547,40.8295,14.2051
24500579,40.8722,14.1399
22329402,40.9282,14.2278
26545283,40.8542,14.2671
21791378,40.8625,14.3582
22319847,40.8337,14.247
26544693,40.8745,14.1377
24326318,40.8428,14.3162
24750324,40.8778,14.1424
22291220,40.8413,14.1879
22483444,40.8779,14.1449
19527617,40.7496,14.0096
26310868,40.8537,14.1709
24967917,40.9205,14.1631
24813553,40.8488,14.2648
13687967,40.9612,14.2147
23775147,40.8615,14.0572
26560391,40.84,14.1691
22319476,41.0493,14.3327
24758868,40.8304,14.1205
24907594,40.8271,14.2039
24808691,40.9216,14.1821
26554718,40.8739,14.137
26519418,40.7994,14.0636
26545279,40.8561,14.1775
24811313,40.8786,14.1804
26546182,40.9285,14.1816
25064519,40.9279,14.193
26541662,40.7941,14.3619
24827381,40.8914,14.2485
22307639,40.8413,14.2007
26548503,40.8375,14.1988
24326002,40.8779,14.2073
26559066,40.8729,14.3038
24828044,40.9243,14.1635
22245454,40.8183,14.1939
24834659,40.8991,14.347
24844395,41.0027,14.0723
24947917,40.8852,14.068
24797657,40.8896,14.2485
24692380,40.8892,14.2582
24944437,40.8439,14.0769
13973388,40.8654,14.0782
22268263,40.8376,14.057
26559639,41.0416,13.9336
22222253,40.8179,14.1897
22319536,40.9079,14.2939
21513416,40.8321,14.0953
24796246,40.8372,14.0933
26517765,40.8253,14.1977
24759964,40.9141,14.2584
22326030,40.8469,14.2614
22326891,40.8396,14.229
25662764,40.9003,14.3076
24944400,40.8957,14.1191
22270286,40.8996,14.1903
26545318,40.8263,14.1808
24833331,40.8051,14.1954
22273843,40.973,14.1802
22267136,40.8768,14.3047
23112450,41.011,14.0838
24830963,40.9059,14.1845
26555024,40.9206,14.2159
24827034,40.8562,14.18
26551528,40.8441,14.3764
22330572,40.8487,14.1738
26561693,40.7747,14.4623
24836422,40.8726,14.1403
26080829,40.8288,14.0704
24692028,40.848,14.2576
25844984,40.9661,14.2714
24813601,40.9127,14.155
22333710,40.7951,14.3653
24952328,40.9076,14.3403
24903904,40.8418,14.1896
26540135,40.8271,14.1219
22343752,40.9971,14.1663
24819045,40.8919,14.2157
24833268,40.9111,14.269
26540193,40.9052,14.2031
22532273,40.8547,14.1695
5302508,41.0442,14.3287
26241883,40.8887,14.0786
25843777,40.9395,14.3829
24329575,40.9076,14.287
24558354,40.8016,14.0518
24748454,40.8315,14.1199
26543736,40.8757,14.0845
24693534,40.801,14.061
24750018,40.8183,14.1567
22400150,40.944,14.3855
26545534,40.8575,14.2702
25477136,40.843,14.2267
24825230,40.8923,14.1387
22324310,40.8728,14.2143
24816611,40.8551,14.223
24829362,40.886,14.1006
24701562,40.8277,14.3133
24834232,40.845,14.2844
19702417,40.8531,14.1612
22300588,40.8299,14.3148
26562318,40.8624,14.1431
22448379,41.0086,14.1264
26291153,41.0444,14.3035
24326759,40.8734,14.2112
24660527,40.8309,14.1933
24829944,40.8809,14.1508
24813606,40.9598,14.3656
26388703,40.8454,14.2075
24810529,40.8384,14.2261
24812583,40.9831,14.1932
22268828,40.9168,14.2886
24813919,40.8386,14.1985
24761247,40.9017,14.251
22234649,40.8577,14.1495
26523469,40.8357,14.1821
26543638,40.8987,14.139
24813989,40.8507,14.18
24806192,40.8457,14.0882
24814439,40.8678,14.2938
26242581,40.8653,14.169
24826726,40.8965,14.2435
24825715,40.9249,14.4634
24796380,40.8311,14.208
22221849,40.8212,14.1852
26551738,40.9157,14.1931
24563741,40.8523,14.2121
24795067,40.8163,14.1659
26550842,40.8828,14.1453
6918531,40.8302,14.3433
21777374,40.8965,14.2028
25316532,40.8752,14.2693
24816516,40.9166,14.1495
25071798,40.8883,14.2418
22270209,40.8541,14.1723
26551183,40.841,14.2534
24839323,40.8817,14.1467
26384577,40.8356,14.1996
24907921,40.8921,14.1183
26544300,40.8505,14.24
24837999,40.9188,14.1575
24836688,40.762,14.0278
24816456,40.8596,14.2217
25970168,40.8939,14.1176
26546007,40.8799,14.1345
24797528,40.883,14.3087
21392740,40.8455,14.0851
25971827,40.8216,14.3389
24833163,40.9171,14.3177
24817284,40.8573,14.2417
26551206,40.893,14.257
22332171,40.8597,14.2245
23639943,40.9067,14.2884
24692382,40.8898,14.3912
26541832,40.82,14.0639
24809352,40.9122,14.2391
24816059,40.8567,14.1664
22267215,40.8437,14.2037
26428950,40.8412,14.2477
26547564,40.8326,14.0796
24864869,40.8205,14.187
24839200,40.855,14.3438
26545566,40.858,14.1698
26062818,40.8306,14.2086
26543973,40.8995,14.1738
26548329,40.9037,14.0746
24773622,40.8805,14.1507
14697779,41.0792,14.252
24747507,40.8191,14.1841
15417179,40.9658,14.2743
22323437,40.8728,14.2463
24558467,40.8346,14.0953
22320482,40.8541,14.1625
18582221,40.8189,14.1795
22269920,40.8188,14.1833
24811757,40.8564,14.2712
24810132,40.8548,14.2096
22217543,40.93,14.217
24842381,40.8662,14.3446
24816782,40.8355,14.0564
26556329,40.8569,14.2913
24851406,40.9201,14.2193
19537657,40.9351,14.2021
22349688,40.8572,14.2303
22294593,40.8955,14.039
24876995,40.9305,14.1727
25035672,40.8741,14.0447
22269000,40.8218,14.1896
25175936,40.7971,14.0802
24814736,40.8462,14.2271
22356275,40.8613,14.2272
22265791,40.8297,14.2036
26539049,40.8156,14.188
869408,40.9716,14.1845
19741932,40.8264,14.215
24814090,40.8967,14.231
25175833,40.8809,14.0813
26551419,40.9317,14.4283
26551372,40.8708,14.1494
26560986,40.9496,14.0346
24692941,40.9076,14.1515
24558316,40.8713,14.1296
22304447,40.8161,14.1868
24814233,40.818,14.3367
26517622,40.8221,14.1997
22333701,40.8171,14.1613
22318621,40.9243,14.1792
24839406,40.8681,14.0862
26545014,40.8774,14.1298
25058917,40.8292,14.2075
24326033,40.9225,14.2721
24060501,40.8471,14.0699
22341491,40.8425,14.0901
20869507,40.9552,14.2916
24828845,40.9005,14.155
26243309,40.9029,14.1343
24749783,40.8373,14.1691
22341658,40.8017,14.1985
26548526,40.8357,14.1817
26230742,40.8748,14.0943
22288036,40.8817,14.1534
21782744,40.889,14.1907
26545389,40.9124,14.2713
26384668,40.8096,14.0468
26545965,40.8721,14.0957
25665824,40.8912,14.4327
26550989,40.81,14.0578
21493144,40.8752,14.127
24810498,40.9188,14.2341
26541403,40.8648,14.0787
26545947,40.8487,14.1795
7772618,40.8726,14.3039
24808814,40.8692,14.0454
26550578,40.8374,14.1691
26523310,40.856,14.1783
26554521,40.9283,14.1816
25134964,40.9201,14.2131
22267543,40.8493,14.258
24818199,41.0475,14.3379
22249029,40.8175,14.1874
22326612,40.7998,14.0445
24813072,40.8759,14.0428
25186177,40.8926,14.2137
21390098,40.8735,14.1386
24813562,40.8568,14.3437
26544137,40.8529,14.2574
24812619,40.891,14.1494
24833522,40.8281,14.0681
25456287,40.9062,14.1279
26548781,40.8983,14.2862
22275731,40.8455,14.2027
26561146,40.8826,14.0798
26544551,40.9082,14.1308
22000347,40.8528,14.2362
26543812,40.897,14.1937
22304668,40.8134,14.1899
26545800,40.8245,14.3271
24902472,40.9053,14.3949
24811768,40.8992,14.1698
26518065,40.8604,14.1507
25918443,40.8502,14.2213
24692143,40.8488,14.2406
25141207,40.8772,14.1359
22036284,40.828,14.205
24836935,40.8796,14.1355
26543045,40.8728,14.1225
8519709,40.9018,14.2836
24811778,40.8444,14.2058
26242805,40.8361,14.0974
26542234,40.8476,14.2318
26554278,40.92,14.2297
24557849,40.8877,14.2515
22322887,40.9115,14.1992
24842303,40.8422,14.1901
26560756,40.8565,14.2685
26548164,40.9338,14.1703
22276183,40.8354,14.1996
22329223,40.858,14.2109
26544666,40.8494,14.2439
22270227,40.839,14.1937
26559370,40.8749,14.1797
24359402,40.8521,14.063
26554279,40.8523,14.2463
12078266,41.0863,14.103
24698908,40.8794,14.1381
26561083,40.8299,14.0556
24809754,40.9008,14.0398
22342002,40.851,14.1797
24293377,40.8597,14.1777
25479812,40.8461,14.2066
24813201,40.8379,14.1981
26559409,40.8589,14.2933
25062375,40.8246,14.2198
24809246,40.8595,14.1782
26243045,40.8113,14.3567
26562806,40.8582,14.252
24826757,40.8574,14.219
24833319,40.9046,14.1919
26550291,40.8778,14.1204
25070034,40.8474,14.0899
26546619,40.8701,14.1439
24826793,40.8797,14.11
26543394,40.8591,14.1286
22219190,40.9087,14.3655
26517799,40.8439,14.1933
24842706,40.9089,14.2898
26545455,40.8572,14.1744
24834182,40.9282,14.1874
21777256,40.8565,14.1748
26393738,40.8607,14.1698
22308564,40.8352,14.3075
24827933,40.8178,14.3393
25113272,40.8263,14.2016
24825623,40.9183,14.231
26558990,40.8747,14.1491
26547228,40.7648,14.0207
22263688,40.8668,14.0843
26545204,40.9042,14.2062
22309158,40.86,14.2186
25644635,40.8558,14.1802
24326506,40.8594,14.1745
22460301,40.8248,14.2108
26541893,40.8992,14.2336
26525673,40.8587,14.1674
26241333,40.8631,14.1718
25477036,40.8636,14.3957
26556205,40.8183,14.1707
24816081,40.8876,14.1962
24816926,40.8651,14.2163
22268329,40.873,14.2575
24839460,40.9114,14.3474
26544916,40.856,14.1694
22319343,40.8963,14.2363
25764944,40.8449,14.2443
25175659,40.8386,14.2343
26541857,40.8484,14.1309
21790962,40.8108,14.0588
26528390,40.8161,14.1857
24830062,40.8454,14.0937
24817017,40.8824,14.1443
26556945,40.861,14.1774
22276738,40.837,14.2399
24758698,40.8514,14.2227
26560389,40.8556,14.2694
25919624,40.8845,14.3492
22324224,40.8464,14.2009
24758908,40.7656,14.0281
24771484,40.8081,14.0602
26554598,40.845,14.1953
24709894,40.8355,14.0564
22284567,40.8318,14.1927
22318404,40.8348,14.2193
26547674,40.8445,14.1935
25247578,40.8765,14.1438
13814493,41.0158,13.9481
24810091,40.8803,14.2371
26539712,40.921,14.1488
26539020,40.9288,14.3085
26537116,40.9065,14.1934
26539272,40.9096,14.21
24695078,40.8348,14.2217
19516898,40.8212,14.1868
24959611,40.9215,14.2061
26557071,40.808,14.1946
26531169,40.8815,14.1361
24812459,40.9793,14.2147
24835637,40.7544,14.0138
24558105,40.8601,14.1674
26390707,40.8822,14.1542
26543672,40.9006,14.2038
26241781,40.9372,14.0453
22322816,40.7655,14.0277
24835639,40.7901,14.0656
26550849,40.9006,14.2485
21778506,40.8421,14.2251
22283229,40.8466,14.2624
24949922,40.9645,14.2452
25207094,40.8253,14.1781
24831947,40.858,14.2446
26517312,40.909,14.291
24704438,40.9376,14.1991
24691711,40.8246,14.2036
25661737,40.9152,14.1449
26546905,40.8386,14.3429
22352346,40.8177,14.1872
24811793,40.9012,14.2097
24693132,40.8992,14.1415
24849281,40.899,14.1546
24774275,40.8218,14.0681
19525397,40.8163,14.1897
26545615,40.8776,14.1345
26431717,40.8973,14.197
22304696,40.8921,14.2641
24555616,40.8675,14.1391
24559130,40.8701,14.2419
19518540,40.8521,14.2574
21776671,40.8288,14.2064
24816882,40.7955,14.0633
21781110,40.8199,14.3352
26550668,40.8309,14.1915
24819121,40.8602,14.1696
24811145,40.8549,14.0583
25080146,40.8213,14.1339
26545395,40.8696,14.0557
26539473,40.8917,14.2371
24809838,40.8648,14.2331
24551158,40.8576,14.2565
24964754,40.8772,14.0992
26387292,40.848,14.089
25561814,40.8403,14.1902
24808770,40.8595,14.1738
24329134,40.9452,14.2022
26384222,40.8614,14.1679
25850425,40.9172,14.1531
24816643,40.8645,14.1887
24751369,40.8649,14.1354
26561219,40.8749,14.1748
22266100,40.8478,14.2081
25061823,40.8268,14.2082
26540389,40.8283,14.3264
22389715,40.8852,14.1047
22391243,40.8862,14.1812
22321293,40.9306,14.1142
22308916,41.0848,14.2534
23840430,40.7964,14.0812
22349234,40.7596,14.4337
25261626,40.8718,14.0957
26548623,40.925,14.2108
22269356,40.8203,14.2135
24902562,40.8806,14.049
11787706,40.9843,14.1691
24901925,40.9032,14.189
24957009,40.8625,14.1692
24815649,40.8592,14.1817
24865306,40.9087,14.0707
25175939,40.7937,14.0589
26504744,40.8589,14.1748
26544489,40.8433,14.2066
24862439,40.9078,14.0762
26531373,40.8352,14.2318
24833318,40.8799,14.1382
26545509,40.9226,14.1783
24497576,40.8784,14.082
5194408,40.8522,14.2349
26251345,40.9248,14.1786
26540711,40.824,14.1956
24810059,40.764,14.0269
19516271,40.8525,14.2563
26545823,40.9119,14.0692
26551424,40.8413,14.1711
24833159,40.8828,14.1487
24758897,40.8744,14.0818
26560388,40.8493,14.3402
26548185,40.8658,14.1703
21776232,40.8482,14.2344
26554970,40.8534,14.2295
22434455,40.8654,14.2541
26544832,40.8446,14.2533
24693107,40.8238,14.1354
22275933,40.8792,14.1316
26548322,40.8377,14.198
24497608,40.8623,14.0892
24702902,40.8163,14.1869
24815952,40.86,14.25
26554189,40.8681,14.0862
24863761,40.8739,14.1373
21791412,40.8334,14.1993
7794061,40.8188,14.1669
26547555,40.8259,14.061
24853619,40.8158,14.1865
24747450,40.8065,14.0794
26241743,40.8768,14.0994
24692735,40.7654,14.0212
26384880,40.8921,14.1747
26548763,40.8836,14.0787
26545867,40.8991,14.2332
22326655,40.8559,14.2458
26538846,40.8563,14.2226
26540616,40.8623,14.2696
24836090,40.8404,14.3087
13671697,40.8664,14.0772
25970790,40.8408,14.3738
3378285,40.9032,14.3586
24833278,40.8472,14.2502
22448274,40.8181,14.1653
26561123,40.8125,14.0511
24811001,40.8453,14.2521
24817629,40.9213,14.1741
26530990,40.856,14.1782
22265532,40.8365,14.1579
25070117,40.9124,14.264
26539537,40.8161,14.0603
24836901,40.8834,14.1429
19517633,40.9384,14.3688
22269067,40.8406,14.2004
24694460,40.8859,14.1775
26385046,40.9125,14.1286
26555825,40.8692,14.3344
22272010,40.8901,14.2386
7005701,40.8698,14.2411
26516827,40.8265,14.1269
25059235,40.9015,14.2508
26547732,40.8746,14.3503
25016163,40.9194,14.1062
26542778,40.8288,14.1945
26551071,40.8461,14.0893
21779242,40.8768,14.3069
22278530,40.9238,14.2386
26540517,40.8698,14.0855
22761666,40.9727,14.261
24828465,40.9452,14.3744
22334217,40.8526,14.2208
25076372,40.9573,14.2941
26559135,40.8817,14.138
24956870,40.8,14.0793
24757279,40.8653,14.2679
26544333,40.8439,14.3146
24834678,40.7916,14.0515
24833187,40.8718,14.1409
19516206,40.861,14.2179
25125234,41.0206,13.9479
24769876,40.9257,14.3037
26518016,40.8354,14.2049
24759987,40.8849,14.1239
26561368,40.8376,14.0985
21789326,40.9996,14.1377
26528171,40.8581,14.1699
24817013,40.8816,14.1422
24204005,40.8973,14.2643
22322771,40.8418,14.2
22265190,40.8345,14.0965
24835183,40.8817,14.1361
26557162,40.857,14.1732
24812040,40.8697,14.2371
24327625,40.9071,14.3935
24929404,40.8755,14.1102
24813672,40.8769,14.1291
24811425,40.8229,14.1918
22324719,40.862,14.1588
25764324,40.7988,14.075
26544942,40.8574,14.2641
24825641,40.8742,14.0442
22448009,40.8317,14.0879
26548777,40.8603,14.1708
24557905,40.8156,14.1881
24339953,40.878,14.1219
22291715,40.8287,14.1198
21779444,40.8258,14.3466
26517345,40.8188,14.1828
25241589,40.9302,14.1804
19552836,40.9201,14.3499
24834963,40.8508,14.3355
24831940,40.8625,14.1805
