"emergency","temp","precip","wind","is_holiday","sin_24h","cos_24h","sin_12h","cos_12h","time","status","lon","lat"
0,14.3,0.1,20.5,1,0.280945893084461,0.95972360873273,0.539260812739317,0.842138810317949,18.7833333333333,1,-122.417501463,37.776540894
0,14.1,1,24.5,1,-0.361895756779096,0.932218569448863,-0.674731889348446,0.73806292245057,10.6,1,-122.454081722,37.718173756
0,14.3,0.1,20.5,1,0.17880221511635,0.983885037933542,0.351841648404702,0.936059535738973,14.9666666666667,1,-122.468582999,37.765830028
1,12.5,0.1,10.9,1,0.124395245673526,-0.992232746311985,-0.246858072485594,0.969051645707646,6.11666666666667,1,-122.415554402,37.734824857
1,13.7,0.5,20.4,1,-0.928188456897594,0.372110451992501,-0.690777252460771,-0.723067623035874,12.4666666666667,1,-122.440309606,37.800301008
0,13.9,1.5,25.4,1,-0.384563857363537,0.923098391077396,-0.709980555997596,0.704221279219354,16.8666666666667,1,-122.49296769,37.744162615
1,13.8,2,22.4,1,-0.858773656112531,0.512355157646644,-0.87999422392064,-0.474984384865766,6.36666666666667,1,-122.419833091,37.786358951
1,12.1,0.2,13.5,1,0.917233974185507,-0.398348888036431,-0.730758267372066,-0.682636326800278,7.56666666666667,1,-122.420482492,37.765002197
1,13.9,1.5,25.4,1,-0.46484204572462,0.885393625754416,-0.823136368534442,0.567843745053101,6.5,1,-122.414143376,37.778240884
0,12.1,0.2,13.5,1,0.916479147604068,-0.400082456509807,-0.733334457426898,-0.679868055986157,18.9333333333333,1,-122.421425213,37.760101293
1,13.8,2,22.4,1,-0.88731285693367,0.46116796714452,-0.818400532906593,-0.574648212159582,6.56666666666667,1,-122.408079101,37.794940686
1,12.4,0,11.6,1,0.2552348237156,-0.966879095214529,-0.493562430842759,0.869710369525733,6.6,1,-122.448063774,37.782482602
0,12.1,0.2,13.5,1,0.889349881685587,-0.457227282591309,-0.813270059352005,-0.581886424108335,32.1333333333333,1,-122.408066548,37.783991487
1,12.5,0.1,10.9,1,0.0359169669652674,-0.999354777586026,-0.0717875850662789,0.997419942968032,2.43333333333333,0,-122.419181704,37.7831014
0,12.4,0.1,14,1,0.631352795449378,-0.775495743172234,-0.979222810621766,0.202787295356511,6.46666666666667,1,-122.414690031,37.758895989
0,12.5,0.1,10.9,1,0.0395504780383651,-0.999217573748049,-0.0790390654121412,0.996871519373874,25.3333333333333,1,-122.399828143,37.716650149
1,12.3,0.4,11.9,1,-0.683751517392825,-0.729714918624396,0.997887365747226,0.0649677249260188,6.93333333333333,1,-122.449992698,37.735840991
1,13.9,1.5,25.4,1,-0.440918504040436,0.897547142380134,-0.791490286648033,0.611181745589488,4.6,1,-122.408160793,37.780535387
1,12.4,0,12.4,1,0.389927687788188,-0.920845480141026,-0.718126297763188,0.695912796592315,7.05,1,-122.439480381,37.783308488
1,12.4,0,11.6,1,0.146083028562412,-0.989272332962988,-0.289031796944472,0.957319497532067,5.68333333333333,1,-122.396513496,37.752310758
1,12.4,0.1,14,1,0.714727037165855,-0.699403504669599,-0.999765189351836,-0.0216694753117631,4.55,1,-122.427437413,37.751704731
1,12.5,0.1,10.9,1,-0.127858026455265,-0.991792480850185,0.253617258509352,0.967304650141929,4.01666666666667,1,-122.448656221,37.787977164
1,14.3,0.1,20.5,1,0.19123729285874,0.981543833876033,0.375415571225283,0.926856595640121,7.93333333333333,1,-122.481423962,37.719056438
1,12.3,0.4,11.9,1,-0.684759125342101,-0.728769469901642,0.99806308957175,0.062209880521442,6.73333333333333,1,-122.3819385,37.725108251
0,12.1,0.2,13.5,1,0.920533265787881,-0.39066418645417,-0.719238758766046,-0.694762986844203,9.41666666666667,1,-122.427158445,37.772524917
1,12.4,0.1,14,1,0.644846488311289,-0.764312113283964,-0.985727964449888,0.168346013025198,5.68333333333333,1,-122.408066548,37.783991487
1,12.4,0,12.4,1,0.588726188209149,-0.80833252768692,-0.951773055661174,0.306802950633452,7.15,1,-122.496854771,37.738379498
1,12.5,0.1,10.9,1,0.089039164226334,-0.996028125724307,-0.177371023720828,0.984144054467752,6.65,0,-122.421731521,37.763299768
1,13.9,1.5,25.4,1,-0.420640000687665,0.907227639471749,-0.76323246978253,0.646123979642962,7.33333333333333,1,-122.435187962,37.762670707
0,12.1,1.5,11.2,1,-0.857579027287292,-0.514352225577942,0.882195362588371,-0.470883576086036,3.86666666666667,0,-122.462687167,37.748513812
1,13,0.9,14.1,1,-0.997217754240393,-0.07454361560689,0.148672433896924,-0.988886498744504,4.91666666666667,1,-122.419364168,37.784029116
1,12.5,0.1,10.9,1,0.0575640269595674,-0.998341816614028,-0.114937150492867,0.993372765600396,5.05,1,-122.40954722,37.795660708
1,11.6,0.2,15.3,1,0.965756222746297,0.259451186597412,0.501133195910722,-0.86537016354639,5.46666666666667,1,-122.435187962,37.762670707
1,14.1,1,24.5,1,-0.333669754056204,0.942690031361355,-0.629094301831157,0.777328990456145,7.03333333333333,1,-122.462687167,37.748513812
1,12.3,0.4,11.9,1,-0.792688812706768,-0.609626480895913,0.966488182671972,-0.256711107580931,9.96666666666667,1,-122.421578401,37.761700909
1,11.5,0.4,13.1,1,0.913486290533493,0.406869508574135,0.743339436237144,-0.668914405985284,11.1833333333333,1,-122.40930918,37.784349269
1,12.5,0.1,10.9,1,0.0358442917400902,-0.999357386899027,-0.0716425154572458,0.997430373499303,3.9,1,-122.419181704,37.7831014
0,14.1,0,21.1,1,0.460458020337097,0.887681480885594,0.817480114756966,0.575956823014483,15.1666666666667,1,-122.441300064,37.775504688
1,12.1,0.2,13.5,1,0.876131451539313,-0.482072276348284,-0.844717366447766,-0.535212640752767,6.76666666666667,1,-122.417996269,37.78564171
1,13,0.9,14.1,1,-0.992268889442297,-0.124106611608533,0.246294259346491,-0.969195097910098,4.91666666666667,1,-122.430355918,37.788368313
1,12.3,0.4,11.9,1,-0.740706890652133,-0.671828327878818,0.995255743590283,-0.0972933957191017,5.73333333333333,1,-122.417753194,37.769815079
1,13,0.9,14.1,1,-0.999712055165124,0.0239959737773787,-0.0479781285213433,-0.998848386484951,7.16666666666667,1,-122.414430198,37.784657141
0,13.8,2,22.4,1,-0.799509969492723,0.600652818757845,-0.960455833601606,-0.278432382636511,13.2166666666667,1,-122.392524622,37.791310971
1,13,0.9,14.1,1,-0.991520630645912,0.129949370923963,-0.257694964421134,-0.966226321992933,6.63333333333333,1,-122.393263731,37.794229821
1,14.1,1,24.5,1,-0.356194440846711,0.934411857967298,-0.665664618538397,0.746251040619797,3.23333333333333,1,-122.415693873,37.782585033
1,12.5,0.1,10.9,1,-0.101635078182802,-0.994821748296033,0.202217572332038,0.979340621765551,4.81666666666667,1,-122.478697969,37.728210564
1,11.5,0.4,13.1,1,0.920788757718145,0.390061615209541,0.718328700204653,-0.695703872680247,5.66666666666667,1,-122.413161444,37.786729745
1,12.1,1.5,11.2,1,-0.908963459181173,-0.416875796698965,0.757849732432796,-0.652429140253207,5.05,1,-122.416638697,37.78724521
1,12.4,0.4,13.1,1,-0.554844427447999,-0.831954122130482,0.923210217112981,0.384295322659803,5.93333333333333,1,-122.404795062,37.7849083
0,12.5,0.1,10.9,1,0.0585804174694604,-0.998282692772495,-0.1169596337903,0.993136669378207,25.5666666666667,1,-122.405658785,37.806673631
1,11.5,0.4,13.1,1,0.891764625266576,0.452499561461846,0.807046203720626,-0.590488293753675,6.61666666666667,1,-122.428990052,37.773247801
0,14.3,0.1,20.5,1,0.201932685141501,0.97939940303818,0.395545502562965,0.918446381343087,12.1,1,-122.413865604,37.781863339
0,11.9,0.1,14,1,0.993059906768265,0.117609615123108,0.23358678685841,-0.972335956861189,9.3,1,-122.43214039,37.780496261
0,12.6,0.6,13.3,1,-0.194662355148533,-0.980870311248142,0.381877049765675,0.924213134976053,11.0166666666667,1,-122.41733888,37.782378943
0,12.4,0,12.4,1,0.422090921752612,-0.90655350298481,-0.765296007385835,0.643678507548061,12.9166666666667,1,-122.429447192,37.792216898
0,13,0.9,14.1,1,-0.999634100640382,0.0270493038153317,-0.0540788129847751,-0.998536670326212,22.75,1,-122.41532057,37.776717704
1,14.1,0,21.1,1,0.402147533677367,0.915574880147556,0.73639235989658,0.676554722314423,7.03333333333333,1,-122.412969667,37.785789585
1,12.3,0.4,11.9,1,-0.704427774394386,-0.709775676296231,0.999971399945248,0.00756302132354362,9.41666666666667,1,-122.410474281,37.745297698
0,12,0.2,13.1,1,0.984858223553614,-0.173361701361114,-0.341473394469477,-0.93989144100236,7.21666666666667,1,-122.416449123,37.786310218
0,13.7,0.5,20.4,1,-0.931849637139682,0.362844668918592,-0.676233346139716,-0.736687492474715,14.25,1,-122.480393597,37.794314003
0,12.6,1.4,9.5,1,-0.96426900380024,-0.264925061687436,0.510918050630122,-0.859629423379816,6.53333333333333,1,-122.410998024,37.790833235
0,12.6,1.4,9.5,1,-0.985096820512912,-0.17200073899653,0.338874762222705,-0.940831491569295,18.1333333333333,1,-122.407347781,37.712547389
1,12.5,0.1,10.9,1,0.117681832166399,-0.993051351329809,-0.23372820491962,0.972301972755919,6.3,1,-122.401979137,37.776470068
1,14.1,0,21.1,1,0.55169439441113,0.834046338745838,0.92027737953041,0.391266590350673,9.43333333333333,1,-122.494380665,37.779649756
1,12.6,0.6,13.3,1,-0.37992709238906,-0.925016434701997,0.70287760889685,0.711310808937589,6.98333333333333,1,-122.412413344,37.778045329
1,12.4,0,11.6,1,0.191023148663656,-0.981585532021852,-0.375011118019009,0.927020313349245,8.65,1,-122.46808616,37.772524427
1,14.1,0.3,24.9,1,0.0124351504174585,0.999922680527897,0.0248683778763855,0.99969073406819,4.48333333333333,1,-122.407014751,37.777399634
0,12,0.2,13.1,1,0.988875684365159,-0.148744347359281,-0.294179336580716,-0.955750238257323,8.55,1,-122.409874016,37.787149143
1,13.7,0.5,20.4,1,-0.982123355677396,0.188238450463692,-0.369746757273828,-0.929132571534056,6.26666666666667,1,-122.401570577,37.787096766
0,12.4,0.4,13.1,1,-0.552179529510314,-0.833725234828458,0.920732015816909,0.390195534379536,15.9666666666667,1,-122.405573745,37.790565237
1,14.1,0,21.1,1,0.449448929464406,0.893306028079571,0.802990876008928,0.595991319606599,5.03333333333333,1,-122.414995423,37.787453844
1,12.6,0.6,13.3,1,-0.189309668646244,-0.981917435101877,0.371772928554213,0.928323698714098,6,1,-122.408952159,37.783287853
1,12.4,0.1,14,1,0.770003093714362,-0.638040152083167,-0.982585782036042,-0.185809528659378,6.58333333333333,1,-122.413468593,37.725054821
1,12.4,0,11.6,1,0.327011735321277,-0.945020277540206,-0.618065441744434,0.786126649924335,5.25,1,-122.415693873,37.782585033
0,12.6,0.6,13.3,1,-0.317511540979133,-0.948254407500992,0.602163436331789,0.798372842690113,6.91666666666667,1,-122.423354025,37.778747372
1,12.6,1.4,9.5,1,-0.968835852439997,-0.247703635473653,0.479968325653205,-0.877285817946272,5.98333333333333,1,-122.410522773,37.790390162
0,12.4,0.1,14,1,0.731056054086995,-0.68231740838319,-0.997624544414959,-0.0688859084344941,21.6333333333333,1,-122.393355125,37.775787316
1,13.8,2,22.4,1,-0.814284403552912,0.580466114541132,-0.945329007723604,-0.326118179739043,17.5333333333333,1,-122.421694846,37.762916815
1,12.4,0.1,14,1,0.639103470586231,-0.769120766775046,-0.98309550269175,0.183093507769269,9.76666666666667,1,-122.503066462,37.725044346
0,11.9,0.1,14,1,0.999852729554034,0.0171615617980266,0.0343180688143342,-0.999410961593305,11.6833333333333,1,-122.423354025,37.778747372
1,12.6,1.4,9.5,1,-0.99035894521695,-0.138524942262287,0.274378831410234,-0.96162168074246,6.66666666666667,1,-122.454522837,37.744761574
1,11.6,0.2,15.3,1,0.98359771585546,0.180376088670095,0.354835017621695,-0.934928933272156,4.35,1,-122.41770675,37.78423574
1,12.4,0.1,14,1,0.754518708459508,-0.656278537348736,-0.990348868780126,-0.138596962830807,5.1,1,-122.459063546,37.716603462
0,12.5,0.1,10.9,1,0.097148640610332,-0.995269883814217,-0.193378232505908,0.981124283255129,7.91666666666667,1,-122.419833091,37.786358951
1,13.8,2,22.4,1,-0.917581249867993,0.397548298814988,-0.729565729819103,-0.683910700218618,5.8,1,-122.474985194,37.763655791
0,12.1,0.2,13.5,1,0.842021141818599,-0.53944452609189,-0.908447391615372,-0.417999206538993,22.2666666666667,1,-122.410292027,37.782230575
1,13.9,3.1,25.3,1,-0.698935567149942,0.715184642573363,-0.999735967547884,0.0229781459455773,5.6,1,-122.410951618,37.784141012
1,12.3,0.4,11.9,1,-0.676822437402111,-0.736146308982845,0.996480678260673,0.0838227764581324,5.05,1,-122.470439087,37.71217905
0,12.3,0.4,11.9,1,-0.769817462782812,-0.638264109906419,0.982693715346979,-0.185237852010733,9.13333333333333,1,-122.420743268,37.807590107
1,14.1,0,21.3,1,0.671989909064634,0.740560302821658,0.995298101100007,0.0968591242306108,9.13333333333333,1,-122.40930918,37.784349269
0,13.7,0.5,20.4,1,-0.938693750274395,0.344752147485394,-0.647233372476432,-0.762291913608418,14.15,1,-122.429625242,37.793098476
1,14.1,0,21.3,1,0.615833377950032,0.787876418356745,0.970401192247614,0.241498501205306,8.86666666666667,1,-122.400625682,37.754628716
1,12.5,0.1,10.9,1,0.061484052174927,-0.998108065956864,-0.122735456807015,0.992439422656302,6.56666666666667,1,-122.399349286,37.782595912
1,12.4,0,11.6,1,0.222612088530147,-0.97490710226167,-0.434052212314688,0.900887716080492,7,1,-122.408708674,37.780971183
1,13,0.9,14.1,1,-0.997873168240536,-0.0651854286293798,0.130093580379033,-0.991501719788808,6.7,1,-122.408066548,37.783991487
0,12.4,0,12.4,1,0.451850932330898,-0.8920934564,-0.806186520001266,0.591661469903397,4.06666666666667,0,-122.408066548,37.783991487
0,12.4,0.4,13.1,1,-0.525780979977928,-0.850619986300257,0.894479619971521,0.4471087221869,19.4166666666667,1,-122.466160695,37.710682254
1,14.1,1,24.5,1,-0.284294242038985,0.958737077588782,-0.545126861575549,0.838353567886958,6.61666666666667,1,-122.493832479,37.772129662
1,13,0.9,14.1,1,-0.999938101426953,-0.0111262444095625,0.0222511114218203,-0.999752413370677,5.21666666666667,1,-122.41518527,37.788387931
1,12,0.2,13.1,1,0.954435845860032,-0.298416179416341,-0.569638197239109,-0.821895567725108,7.98333333333333,1,-122.423688455,37.788745777
0,12.4,0.1,14,1,0.662783429236246,-0.748811141697185,-0.992599232688738,0.121436251859684,19.6166666666667,1,-122.407187488,37.761935878
0,13.8,2,22.4,1,-0.85301991054017,0.521878369183893,-0.890345279588189,-0.45528593555592,13.5166666666667,1,-122.418842652,37.789829935
1,12.1,1.5,11.2,1,-0.793353340291235,-0.608761429008721,0.965925826289068,-0.25881904510252,3.7,1,-122.466562652,37.782849408
1,11.9,0.1,14,1,0.998354351377669,0.0573462211943694,0.11450369892893,-0.993422821829453,7.8,1,-122.393860769,37.793772413
1,12.6,0.6,13.3,1,-0.19829888398174,-0.98014159824568,0.388721970152395,0.921355105223193,5.88333333333333,1,-122.420032091,37.769045446
0,14.1,0,21.3,1,0.678373419163599,0.734717295408437,0.996825367609706,0.0796190083445756,24.35,1,-122.38963664,37.786223777
1,13.8,2,22.4,1,-0.867222822699528,0.497920250430792,-0.863615610115695,-0.504150848421875,4.75,1,-122.416413489,37.75396777
1,13.9,3.1,25.3,1,-0.7699566920891,0.63809614660113,-0.982612796543615,-0.185666615385578,5.5,1,-122.455641193,37.734754506
1,14.1,1,24.5,1,-0.299665276996256,0.954044402406281,-0.571787960227612,0.820401443525514,6.35,1,-122.379414514,37.736272455
1,14.1,1,24.5,1,-0.304379438309067,0.952550868738598,-0.579873796774936,0.814706315069314,4.58333333333333,1,-122.435772408,37.798487192
1,12.4,0,12.4,1,0.499874036422764,-0.866098116676403,-0.865879923042376,0.500251895420826,4.83333333333333,1,-122.417486596,37.765183134
1,12.4,0.4,13.1,1,-0.388788971958485,-0.921326834127534,0.716403425356419,0.697686270566928,5.45,1,-122.420482492,37.765002197
1,14.1,0.3,24.9,1,0.113203213767907,0.993571855676587,0.224951054343865,0.974370064785235,8.65,1,-122.428903047,37.728221712
0,13.9,3.1,25.3,1,-0.662075217080574,0.749437393601167,-0.992367850113585,0.123312813855421,12.3666666666667,1,-122.427913715,37.776253668
0,12.4,0.1,14,1,0.655949253992835,-0.754804992157738,-0.990227543031872,0.139461152372487,5.55,1,-122.41770675,37.78423574
1,12.3,0.4,11.9,1,-0.783603106754477,-0.621261757301005,0.973645286257626,-0.228067657830535,5.61666666666667,1,-122.477010887,37.761699375
1,13.8,2,22.4,1,-0.889449612038727,0.457033245666175,-0.813016086093158,-0.582241224711684,4.5,1,-122.414861248,37.749237866
1,14.1,0,21.1,1,0.589020067285446,0.808118407372984,0.951995917370886,0.306110720670097,6.73333333333333,1,-122.421393308,37.785685802
1,13.7,0.5,20.4,1,-0.95540729815994,0.295291203090651,-0.564246741030473,-0.825606210754552,4.68333333333333,1,-122.405013219,37.786328682
1,11.5,0.4,13.1,1,0.916682692569657,0.399615866981334,0.732641897876014,-0.680614317713514,4.65,1,-122.417528773,37.78331089
1,14.1,0,21.1,1,0.432872581520414,0.901455117112246,0.78043040733833,0.625242656335705,7.46666666666667,1,-122.429576536,37.750762019
1,14.1,1,24.5,1,-0.245236885174903,0.969463186588182,-0.475496264341243,0.879717740299423,5.23333333333333,1,-122.418226582,37.778489117
0,13,0.9,14.1,1,-0.999101383660937,-0.0423842561194793,0.0846923378688226,-0.996407149666397,19.0166666666667,1,-122.441339502,37.781235467
1,12.1,0.2,13.5,1,0.852298007245607,-0.523056504447816,-0.891600032835452,-0.452823786309664,11.9666666666667,1,-122.438771213,37.718118882
0,12.4,0.4,13.1,1,-0.471460870703644,-0.88188698107828,0.831550407922747,0.555449294790724,12.1166666666667,1,-122.413487399,37.77999174
1,12.6,0.6,13.3,1,-0.218710969805095,-0.975789686196219,0.426831817187568,0.90433102337383,6.48333333333333,1,-122.418765995,37.711933432
0,12.4,0.4,13.1,1,-0.594588929106683,-0.804029853540133,0.956134499172462,0.292928010767537,22.7,1,-122.412915008,37.70947489
0,13,0.9,14.1,1,-0.997255571783994,0.0740359679195183,-0.147665563040321,-0.98903735090844,5.3,1,-122.413161444,37.786729745
0,12.6,0.6,13.3,1,-0.263311848582071,-0.964710770332898,0.508039552566778,0.861333740792585,7.95,1,-122.424475017,37.769148181
0,12.6,1.4,9.5,1,-0.92487822816655,-0.380263412733205,0.703394702810504,-0.710799473872993,13.3166666666667,1,-122.412512256,37.780478512
0,12.4,0,12.4,1,0.40061557472807,-0.916246233981509,-0.734125023237864,0.679014322570597,15.3833333333333,1,-122.472737205,37.712927375
0,14.3,0.1,20.5,1,0.347890344513444,0.937535230375007,0.652318908577304,0.757944616388635,29.5333333333333,1,-122.396390415,37.793663778
0,12.3,0.4,11.9,1,-0.608934497368897,-0.793220510270687,0.966038665448761,0.258397555828179,11.3,1,-122.434557721,37.792471637
1,12.4,0,12.4,1,0.515225067547045,-0.85705491642668,-0.883152354414926,0.469086259542287,5.01666666666667,0,-122.412512256,37.780478512
1,14.1,0,21.3,1,0.668265465332795,0.743922891060319,0.994275953932284,0.106842535687085,7.31666666666667,1,-122.407395243,37.799703676
0,12.6,0.6,13.3,1,-0.151045160737181,-0.988526863275793,0.298624397913027,0.954370718835759,17.7166666666667,1,-122.421393308,37.785685802
1,11.4,0.8,12.3,1,0.783331955590052,0.621603609506464,0.973843942073067,-0.227217905297071,12.9833333333333,1,-122.407485197,37.795015975
1,12.1,1.5,11.2,1,-0.8206508549844,-0.571429938149352,0.937888934611898,-0.346935651573255,5.71666666666667,1,-122.416827154,37.788177891
0,12.6,0.6,13.3,1,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439,18.55,1,-122.407482812,37.783528917
1,12.4,0.1,14,1,0.782743949852283,-0.622343883210598,-0.974271818621343,-0.225376182060706,7.08333333333333,1,-122.467691102,37.723507199
1,14.1,0,21.1,1,0.523676174685499,0.851917404486352,0.892257695058824,0.451526528133525,6.16666666666667,1,-122.44660865,37.720724224
1,12.1,1.5,11.2,1,-0.909084684976798,-0.416611372313138,0.757470036314082,-0.652869928918727,7.48333333333333,1,-122.503066462,37.725044346
1,12.4,0,11.6,1,0.320268554022602,-0.947326793300111,-0.606797964554189,0.794856106608544,4.55,1,-122.441997762,37.770637636
0,11.9,0.1,14,1,0.999666777098792,-0.0258134609247465,-0.051609718576814,-0.998667330470173,10.2666666666667,1,-122.421768167,37.795945403
0,12.4,0.4,13.1,1,-0.533983483484178,-0.845494907948063,0.902960632428481,0.429723278732206,14.0333333333333,1,-122.413676361,37.780926855
0,14.1,0,21.1,1,0.591602840800785,0.80622954470575,0.953935377970891,0.300012157512881,29.5666666666667,1,-122.394243493,37.72547565
0,12.6,0.6,13.3,1,-0.301884625723613,-0.953344466995909,0.575600075209474,0.817731345503429,6.88333333333333,1,-122.409027432,37.724884265
1,13.7,0.5,20.4,1,-0.978192936749735,0.20769828716898,-0.40633799496743,-0.913722843014144,6.11666666666667,1,-122.437798747,37.774991948
1,12.1,1.5,11.2,1,-0.813608449500787,-0.58141318431983,0.946085358827545,-0.32391741819815,7.43333333333333,1,-122.411985369,37.780951763
0,13.9,1.5,25.4,1,-0.540607447384839,0.841274977538289,-0.909599036311424,0.415487175664098,25.0666666666667,1,-122.434162781,37.752092107
1,12.1,1.5,11.2,1,-0.812380475859694,-0.583127741101362,0.947443183605826,-0.319924075116045,8.81666666666667,1,-122.423959243,37.763167825
1,12.1,0.2,13.5,1,0.888850595066147,-0.458197140596224,-0.814537602153122,-0.580110760698887,6.71666666666667,1,-122.413487399,37.77999174
1,13.9,3.1,25.3,1,-0.628019651427643,0.778197479705956,-0.97744661989361,0.211182634841403,5.08333333333333,1,-122.474821293,37.776741573
1,14.1,0,21.3,1,0.612274778983973,0.790645049956127,0.96818404643332,0.250239190040253,9.83333333333333,1,-122.414391994,37.772158116
1,12.1,0.2,13.5,1,0.892847977303616,-0.450358179036243,-0.804202778429299,-0.594355021150318,6.95,1,-122.410292027,37.782230575
0,12.3,0.4,11.9,1,-0.635404608684141,-0.772179372466627,0.981292663992245,0.192521966525907,15.3666666666667,1,-122.465829024,37.740891975
1,12.4,0.1,14,1,0.682742604061345,-0.730658974214054,-0.997704021471389,0.0677250731990677,3.65,1,-122.454829406,37.800983905
